"","date","name","code","Daily cases by date reported","Cumulative cases by date reported","Seven-day average"
"632","2020-02-17","England","E92000001",0,9,0.142857142857143
"633","2020-02-16","England","E92000001",0,9,0.714285714285714
"634","2020-02-15","England","E92000001",0,9,0.857142857142857
"635","2020-02-14","England","E92000001",0,9,0.857142857142857
"636","2020-02-13","England","E92000001",1,9,0.857142857142857
"637","2020-02-12","England","E92000001",0,8,0.857142857142857
"638","2020-02-11","England","E92000001",0,8,0.857142857142857
"639","2020-02-10","England","E92000001",4,8,0.857142857142857
"640","2020-02-09","England","E92000001",1,4,0.285714285714286
"641","2020-02-08","England","E92000001",0,3,0.142857142857143
"642","2020-02-07","England","E92000001",0,3,0.142857142857143
"643","2020-02-06","England","E92000001",1,3,0.428571428571429
"644","2020-02-05","England","E92000001",0,2,NA
"645","2020-02-04","England","E92000001",0,2,NA
"646","2020-02-03","England","E92000001",0,2,NA
"647","2020-02-02","England","E92000001",0,2,NA
"648","2020-02-01","England","E92000001",0,2,NA
"649","2020-01-31","England","E92000001",2,2,NA
