"","date","name","code","Daily deaths by date reported","Cumulative deaths by date reported","Seven-day average"
"779","2020-04-21","England","E92000001",1116,18459,785.428571428571
"780","2020-04-20","England","E92000001",536,17343,769.857142857143
"781","2020-04-19","England","E92000001",380,16807,792.428571428571
"782","2020-04-18","England","E92000001",1004,16427,824.428571428571
"783","2020-04-17","England","E92000001",826,15423,787.428571428571
"784","2020-04-16","England","E92000001",906,14597,817.285714285714
"785","2020-04-15","England","E92000001",730,13691,829.285714285714
"786","2020-04-14","England","E92000001",1007,12961,856.714285714286
"787","2020-04-13","England","E92000001",694,11954,857
"788","2020-04-12","England","E92000001",604,11260,833.714285714286
"789","2020-04-11","England","E92000001",745,10656,830
"790","2020-04-10","England","E92000001",1035,9911,822
"791","2020-04-09","England","E92000001",990,8876,767.571428571429
"792","2020-04-08","England","E92000001",922,7886,712.285714285714
"793","2020-04-07","England","E92000001",1009,6964,668.142857142857
"794","2020-04-06","England","E92000001",531,5955,576.571428571429
"795","2020-04-05","England","E92000001",578,5424,551.142857142857
"796","2020-04-04","England","E92000001",689,4846,496.428571428571
"797","2020-04-03","England","E92000001",654,4157,437.857142857143
"798","2020-04-02","England","E92000001",603,3503,383.142857142857
"799","2020-04-01","England","E92000001",613,2900,321.142857142857
"800","2020-03-31","England","E92000001",368,2287,259
"801","2020-03-30","England","E92000001",353,1919,226.857142857143
"802","2020-03-29","England","E92000001",195,1566,186
"803","2020-03-28","England","E92000001",279,1371,161.571428571429
"804","2020-03-27","England","E92000001",271,1092,129.428571428571
"805","2020-03-26","England","E92000001",169,821,95.2857142857143
"806","2020-03-25","England","E92000001",178,652,77.1428571428571
"807","2020-03-24","England","E92000001",143,474,56.4285714285714
"808","2020-03-23","England","E92000001",67,331,38.1428571428571
"809","2020-03-22","England","E92000001",24,264,31.7142857142857
"810","2020-03-21","England","E92000001",54,240,30.2857142857143
"811","2020-03-20","England","E92000001",32,186,25.1428571428571
"812","2020-03-19","England","E92000001",42,154,20.7142857142857
"813","2020-03-18","England","E92000001",33,112,15
"814","2020-03-17","England","E92000001",15,79,10.2857142857143
"815","2020-03-16","England","E92000001",22,64,8.71428571428571
"816","2020-03-15","England","E92000001",14,42,5.71428571428571
"817","2020-03-14","England","E92000001",18,28,3.71428571428571
"818","2020-03-13","England","E92000001",1,10,1.28571428571429
"819","2020-03-12","England","E92000001",2,9,1.28571428571429
"820","2020-03-11","England","E92000001",0,7,NA
"821","2020-03-10","England","E92000001",4,7,NA
"822","2020-03-09","England","E92000001",1,3,NA
"823","2020-03-08","England","E92000001",0,2,NA
"824","2020-03-07","England","E92000001",1,2,NA
"825","2020-03-06","England","E92000001",1,1,NA
