"","IdLandkreis","geometry","Region","Federal.State","Bevölkerunginsgesamt","Meldedatum","sum.cases","sevenDaySum","caserate"
"34",3351,"{""type"":""Polygon"",""coordinates"":[[[10.237127,52.936299],[10.222762,52.927628],[10.192137,52.929899],[10.163033,52.937034],[10.156644,52.916636],[10.117233,52.912507],[10.119704,52.900108],[10.083351,52.908062],[10.017107,52.885592],[9.999001,52.873948],[9.981283,52.870547],[9.957221,52.874685],[9.944738,52.891653],[9.915223,52.88857],[9.890944,52.891103],[9.888557,52.90037],[9.867848,52.902233],[9.839948,52.873539],[9.852557,52.859733],[9.857862,52.84106],[9.831962,52.830445],[9.822307,52.792763],[9.831518,52.746264],[9.820816,52.747509],[9.751679,52.732283],[9.760906,52.715353],[9.730397,52.711466],[9.731568,52.674564],[9.742632,52.667501],[9.745698,52.651442],[9.734624,52.638303],[9.740517,52.63123],[9.768753,52.629507],[9.774875,52.622907],[9.824992,52.604664],[9.847646,52.607981],[9.878553,52.605491],[9.881024,52.590225],[9.907435,52.597282],[9.944576,52.587848],[9.966738,52.590257],[9.983382,52.575842],[9.9846,52.562367],[9.999025,52.536619],[10.07682,52.537253],[10.078261,52.529264],[10.103512,52.510349],[10.121263,52.508926],[10.141798,52.498021],[10.178212,52.513178],[10.202522,52.511194],[10.246682,52.491059],[10.267358,52.488308],[10.273742,52.51064],[10.289171,52.527546],[10.306235,52.522522],[10.311249,52.536181],[10.334687,52.538877],[10.355512,52.56179],[10.377162,52.552053],[10.392313,52.555381],[10.381052,52.579155],[10.398664,52.585169],[10.413142,52.610125],[10.381792,52.628874],[10.405979,52.65753],[10.390475,52.673837],[10.384499,52.6906],[10.370495,52.702398],[10.366195,52.729719],[10.380948,52.734922],[10.403515,52.75921],[10.399773,52.775616],[10.44441,52.815763],[10.416945,52.80566],[10.401764,52.814037],[10.379363,52.817262],[10.364706,52.839877],[10.329095,52.841388],[10.308361,52.86252],[10.282963,52.877484],[10.271216,52.904812],[10.237127,52.936299]]]}","Celle (Landkreis)","Niedersachsen",179386,"2022-01-25",222,1259,701.838493527923
"35",3352,"{""type"":""Polygon"",""coordinates"":[[[9.029918,53.825565],[9.018513,53.834841],[8.977739,53.84005],[8.90291,53.828612],[8.787045,53.834656],[8.753567,53.845899],[8.702246,53.878711],[8.693135,53.876575],[8.669285,53.891666],[8.614914,53.882118],[8.575333,53.844295],[8.56606,53.845958],[8.541967,53.80714],[8.539178,53.788811],[8.491419,53.705445],[8.483351,53.694784],[8.483776,53.656623],[8.52041,53.606205],[8.533651,53.607618],[8.592283,53.592933],[8.623296,53.605333],[8.64192,53.604187],[8.642716,53.592559],[8.628264,53.583227],[8.625154,53.567315],[8.643824,53.549],[8.639775,53.525289],[8.650555,53.510782],[8.631441,53.493662],[8.605905,53.484234],[8.56959,53.487499],[8.531422,53.480558],[8.50579,53.471178],[8.492652,53.47242],[8.492389,53.420666],[8.499987,53.366848],[8.512364,53.353095],[8.517614,53.319959],[8.503391,53.293538],[8.548796,53.285835],[8.564068,53.297819],[8.596444,53.286251],[8.654482,53.286113],[8.674872,53.296227],[8.728424,53.301192],[8.721697,53.314661],[8.752171,53.318093],[8.76509,53.339609],[8.752312,53.355811],[8.7795,53.373667],[8.794752,53.38971],[8.819127,53.387385],[8.868107,53.395722],[8.91071,53.38],[8.923716,53.392528],[8.952037,53.407518],[8.916337,53.444462],[8.950979,53.456991],[8.954595,53.491983],[8.961781,53.507128],[8.904836,53.514539],[8.910456,53.52671],[8.932661,53.536386],[8.96361,53.529792],[8.978009,53.538239],[8.979165,53.557101],[9.025719,53.554753],[9.05266,53.571187],[9.074004,53.570455],[9.107154,53.554504],[9.148607,53.592396],[9.152179,53.606355],[9.165749,53.606826],[9.187399,53.621738],[9.218022,53.619444],[9.271782,53.653157],[9.275979,53.671911],[9.259021,53.676925],[9.246637,53.667504],[9.219608,53.673147],[9.220725,53.692931],[9.29858,53.729636],[9.275897,53.742576],[9.261682,53.768097],[9.221854,53.755213],[9.202586,53.768868],[9.188539,53.771461],[9.174744,53.786661],[9.15948,53.781744],[9.143705,53.788438],[9.141884,53.800629],[9.124031,53.801214],[9.084838,53.810603],[9.040279,53.812882],[9.029918,53.825565]]]}","Cuxhaven (Landkreis)","Niedersachsen",198826,"2022-01-25",377,1905,958.124188989368
"36",3353,"{""type"":""Polygon"",""coordinates"":[[[10.307954,53.433201],[10.255154,53.415486],[10.243128,53.398746],[10.224715,53.395183],[10.175689,53.396582],[10.152813,53.406792],[10.131211,53.423571],[10.107491,53.427402],[10.094698,53.44294],[10.051811,53.463919],[10.021588,53.430617],[9.99639,53.426113],[9.984433,53.415414],[9.949212,53.43095],[9.942016,53.421052],[9.924552,53.419624],[9.913899,53.448429],[9.895945,53.457385],[9.861543,53.439543],[9.799804,53.469637],[9.800788,53.488237],[9.768861,53.505279],[9.770445,53.458085],[9.783427,53.440461],[9.766052,53.436252],[9.740741,53.437885],[9.726711,53.422593],[9.675865,53.409116],[9.65184,53.409777],[9.642471,53.392631],[9.631778,53.392642],[9.602565,53.368939],[9.583659,53.358212],[9.562704,53.337588],[9.574533,53.330413],[9.607417,53.243182],[9.623089,53.227475],[9.6826,53.219482],[9.725647,53.214247],[9.745727,53.201633],[9.785256,53.193837],[9.799064,53.186954],[9.851411,53.210175],[9.857374,53.202187],[9.887653,53.195207],[9.913182,53.173909],[9.934806,53.173891],[9.956274,53.18087],[10.001244,53.173563],[9.996885,53.159346],[10.029268,53.157772],[10.048692,53.150669],[10.075396,53.129005],[10.109168,53.157235],[10.111664,53.170385],[10.163756,53.185097],[10.18259,53.17921],[10.205537,53.181162],[10.232226,53.193239],[10.233844,53.209793],[10.21765,53.214702],[10.199329,53.229212],[10.212111,53.251803],[10.227974,53.247631],[10.257548,53.259738],[10.23994,53.271451],[10.25,53.282354],[10.21172,53.293672],[10.219794,53.308533],[10.23561,53.31795],[10.256432,53.314766],[10.271131,53.329057],[10.294205,53.327914],[10.322679,53.333747],[10.323356,53.35964],[10.366033,53.360186],[10.404798,53.366219],[10.422832,53.355528],[10.45704,53.368459],[10.469184,53.385844],[10.444011,53.392863],[10.367746,53.426249],[10.330768,53.424967],[10.307954,53.433201]]]}","Harburg (Landkreis)","Niedersachsen",256016,"2022-01-25",404,3260,1273.3579151303
"37",3354,"{""type"":""Polygon"",""coordinates"":[[[11.171862,53.156644],[11.139625,53.168422],[11.122771,53.160275],[11.106925,53.143237],[11.084083,53.138848],[11.028559,53.167233],[11.012242,53.181315],[10.942615,53.21161],[10.92055,53.225928],[10.869549,53.23855],[10.863659,53.225579],[10.8778,53.206773],[10.895094,53.193959],[10.905241,53.149279],[10.884288,53.152142],[10.845991,53.142233],[10.801666,53.144463],[10.785734,53.138281],[10.77163,53.122394],[10.754824,53.123338],[10.755098,53.111211],[10.767816,53.097259],[10.803918,53.091548],[10.833256,53.077025],[10.839962,53.044474],[10.870957,53.036535],[10.871626,53.019129],[10.890487,53.017668],[10.880436,52.992896],[10.841074,52.979627],[10.86032,52.955963],[10.854442,52.933409],[10.819437,52.913783],[10.809398,52.891191],[10.82376,52.88502],[10.81808,52.865852],[10.841556,52.852205],[10.866102,52.855726],[10.890617,52.845896],[10.895667,52.856373],[10.939634,52.853336],[10.964701,52.872869],[10.985508,52.882033],[10.989054,52.899053],[11.000491,52.911261],[11.039049,52.913399],[11.060681,52.909722],[11.098676,52.912877],[11.093187,52.899471],[11.113148,52.895722],[11.154667,52.901865],[11.220645,52.897666],[11.239387,52.879457],[11.267239,52.880141],[11.293773,52.886279],[11.295411,52.874907],[11.354535,52.890363],[11.374694,52.900236],[11.409077,52.905083],[11.423743,52.916471],[11.470062,52.938926],[11.505027,52.941033],[11.492343,52.959663],[11.506428,52.999745],[11.527132,53.007996],[11.54338,52.999452],[11.55925,53.01308],[11.597785,53.035926],[11.562944,53.042214],[11.551914,53.051372],[11.52132,53.046525],[11.498264,53.051499],[11.460923,53.075775],[11.43856,53.077855],[11.402589,53.072373],[11.353391,53.054603],[11.3285,53.060842],[11.311888,53.076165],[11.286888,53.08735],[11.267754,53.104193],[11.265732,53.121978],[11.245697,53.136422],[11.214659,53.144383],[11.190794,53.134623],[11.171862,53.156644]]]}","Lüchow-Dannenberg (Landkreis)","Niedersachsen",48503,"2022-01-25",50,290,597.901160752943
"38",3355,"{""type"":""Polygon"",""coordinates"":[[[10.595047,53.363928],[10.58015,53.359831],[10.555388,53.368931],[10.5052,53.372906],[10.469184,53.385844],[10.45704,53.368459],[10.422832,53.355528],[10.404798,53.366219],[10.366033,53.360186],[10.323356,53.35964],[10.322679,53.333747],[10.294205,53.327914],[10.271131,53.329057],[10.256432,53.314766],[10.23561,53.31795],[10.219794,53.308533],[10.21172,53.293672],[10.25,53.282354],[10.23994,53.271451],[10.257548,53.259738],[10.227974,53.247631],[10.212111,53.251803],[10.199329,53.229212],[10.21765,53.214702],[10.233844,53.209793],[10.232226,53.193239],[10.205537,53.181162],[10.18259,53.17921],[10.163756,53.185097],[10.111664,53.170385],[10.109168,53.157235],[10.075396,53.129005],[10.111837,53.108092],[10.101565,53.08928],[10.072837,53.073694],[10.042578,53.052297],[10.069059,53.04317],[10.145756,53.047148],[10.153632,53.056772],[10.176476,53.075074],[10.198692,53.078771],[10.211788,53.067734],[10.212186,53.076745],[10.262308,53.088584],[10.276124,53.095908],[10.313949,53.088663],[10.329215,53.114119],[10.389345,53.113564],[10.397038,53.131416],[10.396994,53.150392],[10.419869,53.15147],[10.462733,53.174951],[10.470176,53.186305],[10.492847,53.189518],[10.509027,53.203872],[10.53874,53.183454],[10.537775,53.174061],[10.581706,53.170471],[10.598489,53.179122],[10.606784,53.191889],[10.645784,53.186485],[10.629198,53.173599],[10.63248,53.159129],[10.668959,53.155809],[10.71448,53.145339],[10.744631,53.122963],[10.754824,53.123338],[10.77163,53.122394],[10.785734,53.138281],[10.801666,53.144463],[10.845991,53.142233],[10.884288,53.152142],[10.905241,53.149279],[10.895094,53.193959],[10.8778,53.206773],[10.863659,53.225579],[10.869549,53.23855],[10.92055,53.225928],[10.942615,53.21161],[11.012242,53.181315],[11.028559,53.167233],[11.084083,53.138848],[11.106925,53.143237],[11.122771,53.160275],[11.139625,53.168422],[11.171862,53.156644],[11.195328,53.176739],[11.179891,53.186677],[11.136704,53.191842],[11.133743,53.202388],[11.090079,53.214257],[11.062258,53.235453],[11.027156,53.279283],[11.009456,53.281479],[11.008654,53.299072],[10.988001,53.333427],[10.935741,53.338611],[10.919361,53.34842],[10.909679,53.337694],[10.881727,53.335178],[10.880535,53.321098],[10.850791,53.309997],[10.79794,53.314819],[10.771591,53.325324],[10.759289,53.339859],[10.738086,53.342344],[10.729239,53.356309],[10.705267,53.368703],[10.676,53.367685],[10.630704,53.370773],[10.595047,53.363928]]]}","Lüneburg (Landkreis)","Niedersachsen",184235,"2022-01-25",189,1627,883.111243791896
"39",3356,"{""type"":""Polygon"",""coordinates"":[[[8.91071,53.38],[8.868107,53.395722],[8.819127,53.387385],[8.794752,53.38971],[8.7795,53.373667],[8.752312,53.355811],[8.76509,53.339609],[8.752171,53.318093],[8.721697,53.314661],[8.728424,53.301192],[8.674872,53.296227],[8.654482,53.286113],[8.596444,53.286251],[8.564068,53.297819],[8.548796,53.285835],[8.503391,53.293538],[8.517614,53.319959],[8.512364,53.353095],[8.499987,53.366848],[8.499975,53.343328],[8.491379,53.329234],[8.492551,53.296967],[8.482808,53.259682],[8.485331,53.22712],[8.521094,53.226451],[8.530235,53.21609],[8.553699,53.207806],[8.578478,53.21727],[8.592154,53.184709],[8.627994,53.198372],[8.65903,53.177282],[8.697524,53.183097],[8.728652,53.180224],[8.743496,53.16411],[8.770833,53.159833],[8.825624,53.163122],[8.840107,53.157134],[8.863125,53.132152],[8.912143,53.132619],[8.920908,53.144654],[8.945083,53.152013],[8.984185,53.126071],[9.004576,53.129972],[9.036847,53.125076],[9.057862,53.133777],[9.071453,53.151298],[9.060702,53.171427],[9.035604,53.184273],[9.029109,53.196377],[9.025764,53.24723],[9.007724,53.257409],[8.992395,53.276338],[9.012531,53.300523],[8.98913,53.307699],[8.99745,53.322939],[8.975643,53.336586],[8.961708,53.333078],[8.940632,53.342143],[8.941578,53.365473],[8.91071,53.38]]]}","Osterholz (Landkreis)","Niedersachsen",114640,"2022-01-25",79,912,795.533845080251
"40",3357,"{""type"":""Polygon"",""coordinates"":[[[9.148607,53.592396],[9.107154,53.554504],[9.074004,53.570455],[9.05266,53.571187],[9.025719,53.554753],[8.979165,53.557101],[8.978009,53.538239],[8.96361,53.529792],[8.932661,53.536386],[8.910456,53.52671],[8.904836,53.514539],[8.961781,53.507128],[8.954595,53.491983],[8.950979,53.456991],[8.916337,53.444462],[8.952037,53.407518],[8.923716,53.392528],[8.91071,53.38],[8.941578,53.365473],[8.940632,53.342143],[8.961708,53.333078],[8.975643,53.336586],[8.99745,53.322939],[8.98913,53.307699],[9.012531,53.300523],[8.992395,53.276338],[9.007724,53.257409],[9.025764,53.24723],[9.029109,53.196377],[9.035604,53.184273],[9.060702,53.171427],[9.071453,53.151298],[9.109296,53.144144],[9.133219,53.160324],[9.174959,53.17368],[9.193689,53.147477],[9.178277,53.138816],[9.181866,53.116199],[9.152893,53.10314],[9.157862,53.084857],[9.185862,53.063691],[9.187788,53.048068],[9.204845,53.038884],[9.222098,53.042552],[9.243956,53.035622],[9.292498,53.027139],[9.312533,53.012527],[9.342019,53.013594],[9.334361,52.988952],[9.380345,52.984147],[9.392817,52.994059],[9.437319,53.002814],[9.457697,52.989113],[9.454612,52.974965],[9.461066,52.956586],[9.444373,52.946076],[9.457586,52.927875],[9.454723,52.917411],[9.474081,52.931989],[9.503746,52.935453],[9.512526,52.948816],[9.551388,52.947417],[9.561124,52.924906],[9.588963,52.926561],[9.603824,52.942376],[9.603899,52.955182],[9.624191,52.953715],[9.669475,52.974086],[9.658125,53.004928],[9.674418,53.021055],[9.615894,53.039762],[9.611171,53.055765],[9.635751,53.070457],[9.640306,53.089556],[9.62533,53.115179],[9.642641,53.126297],[9.645853,53.144136],[9.673459,53.136717],[9.672299,53.161148],[9.692112,53.15637],[9.758328,53.165818],[9.717735,53.179006],[9.694554,53.199362],[9.6826,53.219482],[9.623089,53.227475],[9.607417,53.243182],[9.574533,53.330413],[9.562704,53.337588],[9.569352,53.359812],[9.565188,53.372669],[9.530924,53.373249],[9.506157,53.381814],[9.479453,53.358793],[9.450604,53.345643],[9.394665,53.366122],[9.356844,53.38973],[9.370999,53.409356],[9.341499,53.410591],[9.346199,53.437833],[9.327223,53.461951],[9.307747,53.453309],[9.285757,53.471513],[9.269889,53.460265],[9.237968,53.468417],[9.230115,53.483688],[9.233459,53.497592],[9.28286,53.523262],[9.247622,53.539715],[9.212839,53.540948],[9.203897,53.532127],[9.185292,53.531796],[9.171052,53.542734],[9.161122,53.561032],[9.161263,53.575151],[9.148607,53.592396]]]}","Rotenburg (Wümme) (Landkreis)","Niedersachsen",164486,"2022-01-25",200,1491,906.460124265895
"41",3358,"{""type"":""Polygon"",""coordinates"":[[[10.075396,53.129005],[10.048692,53.150669],[10.029268,53.157772],[9.996885,53.159346],[10.001244,53.173563],[9.956274,53.18087],[9.934806,53.173891],[9.913182,53.173909],[9.887653,53.195207],[9.857374,53.202187],[9.851411,53.210175],[9.799064,53.186954],[9.785256,53.193837],[9.745727,53.201633],[9.725647,53.214247],[9.6826,53.219482],[9.694554,53.199362],[9.717735,53.179006],[9.758328,53.165818],[9.692112,53.15637],[9.672299,53.161148],[9.673459,53.136717],[9.645853,53.144136],[9.642641,53.126297],[9.62533,53.115179],[9.640306,53.089556],[9.635751,53.070457],[9.611171,53.055765],[9.615894,53.039762],[9.674418,53.021055],[9.658125,53.004928],[9.669475,52.974086],[9.624191,52.953715],[9.603899,52.955182],[9.603824,52.942376],[9.588963,52.926561],[9.561124,52.924906],[9.551388,52.947417],[9.512526,52.948816],[9.503746,52.935453],[9.474081,52.931989],[9.454723,52.917411],[9.427951,52.906552],[9.412566,52.878513],[9.382167,52.859193],[9.37523,52.849925],[9.38818,52.83328],[9.366234,52.820569],[9.351555,52.827417],[9.341018,52.820578],[9.354925,52.800716],[9.325602,52.767712],[9.341192,52.752372],[9.350347,52.725752],[9.377881,52.733869],[9.402152,52.733497],[9.423352,52.724548],[9.48091,52.727061],[9.481194,52.704994],[9.510684,52.700888],[9.503935,52.679053],[9.534659,52.660066],[9.539579,52.671311],[9.585065,52.677211],[9.600113,52.647088],[9.63528,52.638185],[9.646223,52.608496],[9.676641,52.59969],[9.704882,52.602746],[9.715491,52.634541],[9.734624,52.638303],[9.745698,52.651442],[9.742632,52.667501],[9.731568,52.674564],[9.730397,52.711466],[9.760906,52.715353],[9.751679,52.732283],[9.820816,52.747509],[9.831518,52.746264],[9.822307,52.792763],[9.831962,52.830445],[9.857862,52.84106],[9.852557,52.859733],[9.839948,52.873539],[9.867848,52.902233],[9.888557,52.90037],[9.890944,52.891103],[9.915223,52.88857],[9.944738,52.891653],[9.957221,52.874685],[9.981283,52.870547],[9.999001,52.873948],[10.017107,52.885592],[10.083351,52.908062],[10.119704,52.900108],[10.117233,52.912507],[10.156644,52.916636],[10.163033,52.937034],[10.192137,52.929899],[10.222762,52.927628],[10.237127,52.936299],[10.223475,52.954213],[10.224322,52.978363],[10.216174,52.987739],[10.216092,53.007597],[10.205987,53.014316],[10.158932,53.013762],[10.15665,53.027339],[10.198343,53.029247],[10.214267,53.038641],[10.219752,53.052134],[10.211788,53.067734],[10.198692,53.078771],[10.176476,53.075074],[10.153632,53.056772],[10.145756,53.047148],[10.069059,53.04317],[10.042578,53.052297],[10.072837,53.073694],[10.101565,53.08928],[10.111837,53.108092],[10.075396,53.129005]]]}","Heidekreis (Landkreis)","Niedersachsen",140885,"2022-01-25",40,357,253.39816162118
"42",3359,"{""type"":""MultiPolygon"",""coordinates"":[[[[9.772076,53.543386],[9.766088,53.546636],[9.71261,53.551059],[9.684951,53.547852],[9.649633,53.567824],[9.615873,53.580779],[9.595926,53.583699],[9.572879,53.593902],[9.558404,53.606859],[9.5403,53.612916],[9.518123,53.636565],[9.494031,53.678486],[9.430223,53.716795],[9.403979,53.737192],[9.357559,53.784414],[9.351738,53.795004],[9.312199,53.836561],[9.274584,53.857578],[9.219829,53.862955],[9.123023,53.864038],[9.081165,53.859576],[9.021068,53.841317],[9.029918,53.825565],[9.040279,53.812882],[9.084838,53.810603],[9.124031,53.801214],[9.141884,53.800629],[9.143705,53.788438],[9.15948,53.781744],[9.174744,53.786661],[9.188539,53.771461],[9.202586,53.768868],[9.221854,53.755213],[9.261682,53.768097],[9.275897,53.742576],[9.29858,53.729636],[9.220725,53.692931],[9.219608,53.673147],[9.246637,53.667504],[9.259021,53.676925],[9.275979,53.671911],[9.271782,53.653157],[9.218022,53.619444],[9.187399,53.621738],[9.165749,53.606826],[9.152179,53.606355],[9.148607,53.592396],[9.161263,53.575151],[9.161122,53.561032],[9.171052,53.542734],[9.185292,53.531796],[9.203897,53.532127],[9.212839,53.540948],[9.247622,53.539715],[9.28286,53.523262],[9.233459,53.497592],[9.230115,53.483688],[9.237968,53.468417],[9.269889,53.460265],[9.285757,53.471513],[9.307747,53.453309],[9.327223,53.461951],[9.346199,53.437833],[9.341499,53.410591],[9.370999,53.409356],[9.356844,53.38973],[9.394665,53.366122],[9.450604,53.345643],[9.479453,53.358793],[9.506157,53.381814],[9.530924,53.373249],[9.565188,53.372669],[9.569352,53.359812],[9.562704,53.337588],[9.583659,53.358212],[9.602565,53.368939],[9.631778,53.392642],[9.642471,53.392631],[9.65184,53.409777],[9.675865,53.409116],[9.726711,53.422593],[9.740741,53.437885],[9.766052,53.436252],[9.783427,53.440461],[9.770445,53.458085],[9.768861,53.505279],[9.772076,53.543386]]],[[[9.716279,53.558517],[9.765438,53.551215],[9.774233,53.553583],[9.740286,53.556892],[9.73204,53.557472],[9.730104,53.557581],[9.716279,53.558517]]]]}","Stade (Landkreis)","Niedersachsen",205357,"2022-01-25",2,1617,787.409243415126
"43",3360,"{""type"":""Polygon"",""coordinates"":[[[10.754824,53.123338],[10.744631,53.122963],[10.71448,53.145339],[10.668959,53.155809],[10.63248,53.159129],[10.629198,53.173599],[10.645784,53.186485],[10.606784,53.191889],[10.598489,53.179122],[10.581706,53.170471],[10.537775,53.174061],[10.53874,53.183454],[10.509027,53.203872],[10.492847,53.189518],[10.470176,53.186305],[10.462733,53.174951],[10.419869,53.15147],[10.396994,53.150392],[10.397038,53.131416],[10.389345,53.113564],[10.329215,53.114119],[10.313949,53.088663],[10.276124,53.095908],[10.262308,53.088584],[10.212186,53.076745],[10.211788,53.067734],[10.219752,53.052134],[10.214267,53.038641],[10.198343,53.029247],[10.15665,53.027339],[10.158932,53.013762],[10.205987,53.014316],[10.216092,53.007597],[10.216174,52.987739],[10.224322,52.978363],[10.223475,52.954213],[10.237127,52.936299],[10.271216,52.904812],[10.282963,52.877484],[10.308361,52.86252],[10.329095,52.841388],[10.364706,52.839877],[10.379363,52.817262],[10.401764,52.814037],[10.416945,52.80566],[10.44441,52.815763],[10.459627,52.80917],[10.524554,52.832497],[10.556426,52.830699],[10.579611,52.815224],[10.593669,52.794638],[10.601948,52.795656],[10.636319,52.772218],[10.66962,52.765208],[10.695082,52.781715],[10.722943,52.783761],[10.759314,52.79583],[10.756855,52.819388],[10.771729,52.833946],[10.800553,52.850292],[10.834775,52.847475],[10.841556,52.852205],[10.81808,52.865852],[10.82376,52.88502],[10.809398,52.891191],[10.819437,52.913783],[10.854442,52.933409],[10.86032,52.955963],[10.841074,52.979627],[10.880436,52.992896],[10.890487,53.017668],[10.871626,53.019129],[10.870957,53.036535],[10.839962,53.044474],[10.833256,53.077025],[10.803918,53.091548],[10.767816,53.097259],[10.755098,53.111211],[10.754824,53.123338]]]}","Uelzen (Landkreis)","Niedersachsen",92566,"2022-01-25",66,590,637.383056413802
"44",3361,"{""type"":""Polygon"",""coordinates"":[[[9.454723,52.917411],[9.457586,52.927875],[9.444373,52.946076],[9.461066,52.956586],[9.454612,52.974965],[9.457697,52.989113],[9.437319,53.002814],[9.392817,52.994059],[9.380345,52.984147],[9.334361,52.988952],[9.342019,53.013594],[9.312533,53.012527],[9.292498,53.027139],[9.243956,53.035622],[9.222098,53.042552],[9.204845,53.038884],[9.187788,53.048068],[9.185862,53.063691],[9.157862,53.084857],[9.152893,53.10314],[9.181866,53.116199],[9.178277,53.138816],[9.193689,53.147477],[9.174959,53.17368],[9.133219,53.160324],[9.109296,53.144144],[9.071453,53.151298],[9.057862,53.133777],[9.036847,53.125076],[9.004576,53.129972],[8.984185,53.126071],[8.959389,53.11017],[8.96978,53.056848],[8.980267,53.046747],[8.93813,53.024986],[8.935915,53.013667],[8.915827,53.011021],[8.931642,52.992568],[8.903951,52.967768],[8.912092,52.947322],[8.930196,52.926457],[8.936465,52.908865],[8.952131,52.888909],[8.96556,52.897816],[8.979412,52.888842],[8.990036,52.897351],[9.001225,52.924502],[9.032699,52.926146],[9.061985,52.922862],[9.079595,52.902126],[9.109468,52.903961],[9.115997,52.896953],[9.162257,52.893973],[9.192152,52.883543],[9.2112,52.8715],[9.197224,52.856372],[9.204083,52.841772],[9.19284,52.8161],[9.221022,52.814728],[9.238937,52.819537],[9.242264,52.806009],[9.271141,52.805058],[9.274102,52.811769],[9.306963,52.811611],[9.304395,52.774518],[9.325602,52.767712],[9.354925,52.800716],[9.341018,52.820578],[9.351555,52.827417],[9.366234,52.820569],[9.38818,52.83328],[9.37523,52.849925],[9.382167,52.859193],[9.412566,52.878513],[9.427951,52.906552],[9.454723,52.917411]]]}","Verden (Landkreis)","Niedersachsen",137574,"2022-01-25",191,1687,1226.2491459142
"45",3401,"{""type"":""Polygon"",""coordinates"":[[[8.654899,53.108865],[8.635673,53.099276],[8.62329,53.086428],[8.631864,53.077204],[8.596367,53.061629],[8.580162,53.041266],[8.605664,53.032052],[8.594351,53.011707],[8.579315,53.002892],[8.591264,52.986434],[8.621947,53.000125],[8.627612,53.018877],[8.643278,53.005502],[8.657161,53.008995],[8.678775,53.018277],[8.690393,53.038952],[8.711424,53.04463],[8.710363,53.070143],[8.700763,53.082294],[8.673893,53.086742],[8.669831,53.102975],[8.654899,53.108865]]]}","Delmenhorst (Kreisfreie Stadt)","Niedersachsen",77503,"2022-01-25",156,1285,1658.00033547088
"46",3402,"{""type"":""Polygon"",""coordinates"":[[[7.30732,53.35016],[7.311754,53.366755],[7.289919,53.375164],[7.275327,53.406321],[7.26758,53.408699],[7.240054,53.394172],[7.209716,53.401983],[7.184984,53.388022],[7.155486,53.388456],[7.14099,53.397561],[7.096939,53.384654],[7.089378,53.369682],[7.057668,53.353172],[7.038101,53.352375],[7.012875,53.378635],[6.999447,53.359888],[7.017564,53.340547],[7.059576,53.334669],[7.169119,53.335684],[7.23809,53.331859],[7.272736,53.324831],[7.302078,53.323638],[7.30732,53.35016]]]}","Emden (Kreisfreie Stadt)","Niedersachsen",49874,"2022-01-25",9,315,631.591610859366
"47",3403,"{""type"":""Polygon"",""coordinates"":[[[8.303906,53.189084],[8.254448,53.193295],[8.2005,53.203885],[8.192092,53.189374],[8.159676,53.174405],[8.145131,53.131659],[8.130104,53.128014],[8.128091,53.107838],[8.171502,53.109125],[8.200563,53.11417],[8.207672,53.086724],[8.223005,53.082349],[8.279835,53.09819],[8.288278,53.130439],[8.312264,53.153048],[8.292445,53.180236],[8.303906,53.189084]]]}","Oldenburg (Oldb) (Kreisfreie Stadt)","Niedersachsen",169605,"2022-01-25",86,1800,1061.28946670204
"48",3404,"{""type"":""Polygon"",""coordinates"":[[[7.956465,52.272491],[7.96795,52.262101],[7.957665,52.251121],[7.989006,52.237135],[8.008132,52.236392],[8.034595,52.225277],[8.040128,52.232705],[8.08158,52.239968],[8.113544,52.230216],[8.12446,52.246001],[8.127175,52.262954],[8.146617,52.262195],[8.174585,52.282645],[8.167153,52.29542],[8.150865,52.300017],[8.119401,52.290479],[8.097641,52.307223],[8.097786,52.320334],[8.074023,52.315828],[8.028038,52.317453],[8.009856,52.338766],[7.964625,52.324858],[7.98724,52.303584],[7.949574,52.305875],[7.932169,52.287991],[7.956465,52.272491]]]}","Osnabrück (Kreisfreie Stadt)","Niedersachsen",164223,"2022-01-25",2,1033,629.022731286117
"49",3405,"{""type"":""Polygon"",""coordinates"":[[[8.061327,53.505957],[8.095471,53.502196],[8.154652,53.514545],[8.161818,53.549797],[8.14236,53.579668],[8.155599,53.585753],[8.148864,53.601832],[8.124054,53.59841],[8.114287,53.616122],[8.091291,53.638109],[8.050585,53.625059],[8.042124,53.629486],[8.002717,53.610571],[8.018085,53.579279],[8.029252,53.567098],[8.022527,53.556604],[8.052642,53.509759],[8.061327,53.505957]]]}","Wilhelmshaven (Kreisfreie Stadt)","Niedersachsen",75189,"2022-01-25",19,326,433.574060035377
