"","IdLandkreis","geometry","Region","Federal.State","Bevölkerunginsgesamt","Meldedatum","sum.cases","sevenDaySum","caserate"
"178",7340,"{""type"":""Polygon"",""coordinates"":[[[7.831963,49.32375],[7.811467,49.318194],[7.798749,49.306827],[7.775673,49.310078],[7.764777,49.321281],[7.765011,49.340399],[7.72646,49.345268],[7.698123,49.337634],[7.668916,49.341881],[7.62784,49.342064],[7.624084,49.36086],[7.611587,49.360238],[7.602496,49.376803],[7.572386,49.37222],[7.559026,49.352631],[7.537423,49.339143],[7.505618,49.351669],[7.478037,49.341167],[7.441012,49.35554],[7.417097,49.358754],[7.402075,49.367719],[7.403773,49.346115],[7.392801,49.328262],[7.394494,49.316352],[7.40604,49.316188],[7.418565,49.288051],[7.43695,49.270161],[7.416119,49.259237],[7.401942,49.234169],[7.417375,49.227856],[7.394247,49.213025],[7.332681,49.205496],[7.320341,49.189499],[7.338485,49.184432],[7.350148,49.162838],[7.368755,49.161458],[7.379295,49.174863],[7.435884,49.179664],[7.457707,49.163026],[7.493984,49.169364],[7.506409,49.154707],[7.496659,49.135369],[7.51551,49.120956],[7.528678,49.097092],[7.569107,49.079522],[7.600972,49.083235],[7.629311,49.073551],[7.631201,49.054886],[7.673368,49.045086],[7.695948,49.057797],[7.740746,49.047307],[7.769266,49.047576],[7.794402,49.065686],[7.810483,49.061258],[7.830513,49.047275],[7.849861,49.044009],[7.866826,49.032917],[7.889132,49.049041],[7.91069,49.045106],[7.902781,49.056654],[7.885232,49.064102],[7.89501,49.077839],[7.891403,49.092362],[7.912672,49.097482],[7.904798,49.118009],[7.871384,49.114205],[7.853279,49.131321],[7.862484,49.155119],[7.884746,49.146182],[7.896992,49.147565],[7.91573,49.177061],[7.904013,49.189931],[7.907539,49.220605],[7.901471,49.232724],[7.882032,49.234324],[7.870882,49.251741],[7.841933,49.255317],[7.837073,49.272322],[7.856138,49.272322],[7.87207,49.28311],[7.86765,49.313322],[7.855421,49.328652],[7.831963,49.32375]],[[7.570784,49.234742],[7.601209,49.233336],[7.627765,49.221795],[7.673351,49.228632],[7.654014,49.185826],[7.632548,49.178006],[7.635316,49.162621],[7.590938,49.161496],[7.579169,49.171794],[7.56378,49.165225],[7.522227,49.194547],[7.518895,49.211104],[7.554588,49.220167],[7.570784,49.234742]]]}","Südwestpfalz (Landkreis)","Rheinland-Pfalz",94912,"2022-01-24",164,529,557.358395144976
"179",8111,"{""type"":""Polygon"",""coordinates"":[[[9.24417,48.847009],[9.233627,48.849417],[9.22059,48.867249],[9.204836,48.851825],[9.165232,48.851506],[9.153553,48.861242],[9.140683,48.856408],[9.138084,48.828051],[9.112074,48.821955],[9.085228,48.833077],[9.086493,48.78309],[9.077562,48.754787],[9.064847,48.755577],[9.056115,48.733085],[9.078385,48.723856],[9.083808,48.71503],[9.10472,48.709079],[9.166795,48.705309],[9.197377,48.690849],[9.217117,48.690306],[9.239706,48.698281],[9.214278,48.73143],[9.261153,48.743898],[9.276146,48.770129],[9.313649,48.774484],[9.299027,48.778608],[9.290007,48.791633],[9.263029,48.792578],[9.25468,48.800184],[9.253142,48.819766],[9.243386,48.82293],[9.24417,48.847009]]]}","Stuttgart (Stadtkreis)","Baden-Württemberg",630305,"2022-01-25",926,5858,929.391326421336
"180",8115,"{""type"":""Polygon"",""coordinates"":[[[9.064847,48.755577],[9.051388,48.763525],[9.03022,48.799434],[9.043103,48.821128],[8.995445,48.832377],[8.968183,48.828857],[8.952576,48.856419],[8.9288,48.866557],[8.90527,48.862301],[8.89482,48.846866],[8.872506,48.83753],[8.889686,48.821633],[8.891554,48.803507],[8.867769,48.79242],[8.831128,48.797283],[8.804182,48.777778],[8.834151,48.755185],[8.829203,48.736472],[8.854505,48.734619],[8.878631,48.724773],[8.867198,48.714621],[8.863216,48.697238],[8.827255,48.67686],[8.818745,48.664507],[8.798731,48.658625],[8.795643,48.635119],[8.80105,48.611222],[8.790033,48.596589],[8.751454,48.602266],[8.758221,48.555969],[8.765363,48.548292],[8.75945,48.525677],[8.768902,48.521841],[8.789856,48.520071],[8.803773,48.507577],[8.846692,48.500078],[8.859974,48.52652],[8.850947,48.537197],[8.88696,48.541803],[8.889811,48.564472],[8.924199,48.570894],[8.959112,48.58672],[8.977986,48.590974],[9.003974,48.58805],[9.0348,48.576853],[9.052053,48.593244],[9.069811,48.593339],[9.089582,48.60309],[9.095624,48.621667],[9.107773,48.62281],[9.129176,48.601267],[9.15123,48.604055],[9.14386,48.617933],[9.167812,48.625499],[9.166023,48.643753],[9.145541,48.664326],[9.121314,48.676943],[9.10472,48.709079],[9.083808,48.71503],[9.078385,48.723856],[9.056115,48.733085],[9.064847,48.755577]]]}","Böblingen (Landkreis)","Baden-Württemberg",392898,"2022-01-25",499,3549,903.287876242689
"181",8116,"{""type"":""Polygon"",""coordinates"":[[[9.503096,48.753939],[9.492739,48.767319],[9.472714,48.774951],[9.445157,48.777544],[9.423122,48.763545],[9.390765,48.788204],[9.386477,48.770407],[9.344287,48.770192],[9.335557,48.765641],[9.313649,48.774484],[9.276146,48.770129],[9.261153,48.743898],[9.214278,48.73143],[9.239706,48.698281],[9.217117,48.690306],[9.197377,48.690849],[9.166795,48.705309],[9.10472,48.709079],[9.121314,48.676943],[9.145541,48.664326],[9.166023,48.643753],[9.167812,48.625499],[9.14386,48.617933],[9.15123,48.604055],[9.202757,48.604212],[9.20717,48.572777],[9.225095,48.565673],[9.237408,48.578396],[9.25932,48.566304],[9.279031,48.568637],[9.311942,48.564336],[9.320624,48.547648],[9.343644,48.546209],[9.369215,48.534521],[9.392952,48.530966],[9.426108,48.544027],[9.451357,48.546373],[9.482495,48.535306],[9.479492,48.5183],[9.505027,48.514045],[9.510694,48.522927],[9.559593,48.531968],[9.582475,48.539147],[9.560695,48.552076],[9.567086,48.561401],[9.58951,48.571462],[9.596441,48.59088],[9.587941,48.604659],[9.592774,48.616767],[9.559798,48.630315],[9.554888,48.648403],[9.541757,48.659137],[9.514184,48.657186],[9.495992,48.665189],[9.488596,48.680726],[9.493831,48.711981],[9.49019,48.723055],[9.503096,48.753939]]]}","Esslingen (Landkreis)","Baden-Württemberg",533617,"2022-01-25",322,4653,871.973718978218
"182",8117,"{""type"":""Polygon"",""coordinates"":[[[9.626598,48.774377],[9.614526,48.76929],[9.588386,48.781068],[9.573568,48.769523],[9.580847,48.750085],[9.556526,48.747462],[9.547632,48.740506],[9.534208,48.75711],[9.517988,48.760718],[9.503096,48.753939],[9.49019,48.723055],[9.493831,48.711981],[9.488596,48.680726],[9.495992,48.665189],[9.514184,48.657186],[9.541757,48.659137],[9.554888,48.648403],[9.559798,48.630315],[9.592774,48.616767],[9.587941,48.604659],[9.596441,48.59088],[9.58951,48.571462],[9.567086,48.561401],[9.560695,48.552076],[9.582475,48.539147],[9.585175,48.536741],[9.611223,48.541459],[9.63255,48.536979],[9.652474,48.522619],[9.68206,48.524604],[9.730114,48.56349],[9.800734,48.557277],[9.828729,48.565562],[9.838927,48.585838],[9.869776,48.589873],[9.896951,48.615547],[9.924083,48.629855],[9.944072,48.631755],[9.920063,48.645077],[9.931825,48.667439],[9.94441,48.662746],[9.970846,48.6773],[9.964217,48.694831],[9.972901,48.703281],[9.99247,48.705422],[9.98777,48.727254],[9.948876,48.728785],[9.932108,48.741013],[9.882553,48.751154],[9.882845,48.737764],[9.897344,48.731872],[9.902895,48.716002],[9.886033,48.714652],[9.860216,48.725738],[9.837891,48.730113],[9.791948,48.720342],[9.781289,48.745392],[9.752784,48.751697],[9.747418,48.769747],[9.714113,48.772215],[9.709689,48.778983],[9.657186,48.771276],[9.626598,48.774377]]]}","Göppingen (Landkreis)","Baden-Württemberg",258781,"2022-01-25",180,1945,751.600774399975
"183",8118,"{""type"":""Polygon"",""coordinates"":[[[9.399394,49.038172],[9.375006,49.041438],[9.3553,49.036911],[9.342379,49.041931],[9.299014,49.032453],[9.27086,49.037796],[9.267574,49.030374],[9.236595,49.020188],[9.214829,49.02862],[9.185789,49.030532],[9.152963,49.05729],[9.135854,49.055293],[9.118574,49.064598],[9.106642,49.051568],[9.081243,49.049585],[9.05805,49.03821],[9.060165,49.025527],[9.013446,49.02096],[8.987454,49.028483],[8.97386,49.041352],[8.928407,49.036926],[8.893271,49.044244],[8.876032,49.03517],[8.902291,49.022683],[8.930132,48.995612],[8.920299,48.982312],[8.945315,48.961766],[8.94818,48.941853],[8.929616,48.936546],[8.91748,48.941871],[8.902784,48.935707],[8.917519,48.883426],[8.9288,48.866557],[8.952576,48.856419],[8.968183,48.828857],[8.995445,48.832377],[9.043103,48.821128],[9.03022,48.799434],[9.051388,48.763525],[9.064847,48.755577],[9.077562,48.754787],[9.086493,48.78309],[9.085228,48.833077],[9.112074,48.821955],[9.138084,48.828051],[9.140683,48.856408],[9.153553,48.861242],[9.165232,48.851506],[9.204836,48.851825],[9.22059,48.867249],[9.233627,48.849417],[9.24417,48.847009],[9.255623,48.86116],[9.295195,48.863906],[9.300564,48.885606],[9.31533,48.903699],[9.349255,48.906906],[9.35876,48.916421],[9.350372,48.934085],[9.338862,48.927783],[9.31484,48.934898],[9.314998,48.943369],[9.347005,48.965368],[9.368023,48.966833],[9.367285,48.979086],[9.340893,49.00285],[9.399394,49.038172]]]}","Ludwigsburg (Landkreis)","Baden-Württemberg",544971,"2022-01-25",288,4493,824.447539410354
"184",8119,"{""type"":""Polygon"",""coordinates"":[[[9.693309,48.964017],[9.671609,48.974013],[9.670739,48.992104],[9.640327,48.997079],[9.635632,49.003954],[9.600275,49.004079],[9.611426,49.025162],[9.597678,49.041423],[9.53399,49.058342],[9.518382,49.077429],[9.500877,49.079001],[9.466473,49.071645],[9.455133,49.073708],[9.416236,49.047377],[9.399536,49.043985],[9.399394,49.038172],[9.340893,49.00285],[9.367285,48.979086],[9.368023,48.966833],[9.347005,48.965368],[9.314998,48.943369],[9.31484,48.934898],[9.338862,48.927783],[9.350372,48.934085],[9.35876,48.916421],[9.349255,48.906906],[9.31533,48.903699],[9.300564,48.885606],[9.295195,48.863906],[9.255623,48.86116],[9.24417,48.847009],[9.243386,48.82293],[9.253142,48.819766],[9.25468,48.800184],[9.263029,48.792578],[9.290007,48.791633],[9.299027,48.778608],[9.313649,48.774484],[9.335557,48.765641],[9.344287,48.770192],[9.386477,48.770407],[9.390765,48.788204],[9.423122,48.763545],[9.445157,48.777544],[9.472714,48.774951],[9.492739,48.767319],[9.503096,48.753939],[9.517988,48.760718],[9.534208,48.75711],[9.547632,48.740506],[9.556526,48.747462],[9.580847,48.750085],[9.573568,48.769523],[9.588386,48.781068],[9.614526,48.76929],[9.626598,48.774377],[9.619979,48.788211],[9.643167,48.796235],[9.658959,48.825288],[9.694767,48.822153],[9.710549,48.828283],[9.719793,48.814201],[9.752339,48.823104],[9.768683,48.833078],[9.760732,48.855698],[9.75138,48.863003],[9.750163,48.885543],[9.740941,48.901355],[9.717114,48.915302],[9.706309,48.90929],[9.686549,48.926524],[9.676805,48.944073],[9.693309,48.964017]]]}","Rems-Murr-Kreis (Landkreis)","Baden-Württemberg",427286,"2022-01-25",873,4251,994.883988710138
"185",8121,"{""type"":""Polygon"",""coordinates"":[[[9.117923,49.209862],[9.109189,49.197537],[9.060762,49.198689],[9.091237,49.170161],[9.128998,49.17053],[9.133385,49.157159],[9.160804,49.149702],[9.155965,49.14078],[9.131188,49.125306],[9.161423,49.092987],[9.177681,49.096375],[9.20233,49.112524],[9.253507,49.103758],[9.276433,49.121409],[9.272342,49.144295],[9.256973,49.148471],[9.257665,49.163133],[9.220855,49.170554],[9.21283,49.187823],[9.175856,49.192966],[9.150153,49.208338],[9.117923,49.209862]]]}","Heilbronn (Stadtkreis)","Baden-Württemberg",126458,"2022-01-25",79,1259,995.587467775862
"186",8125,"{""type"":""Polygon"",""coordinates"":[[[9.443491,49.364337],[9.426931,49.357064],[9.398881,49.366437],[9.360475,49.366451],[9.332812,49.387463],[9.31058,49.377532],[9.315329,49.357078],[9.294675,49.347539],[9.287463,49.329927],[9.270436,49.330956],[9.257979,49.303218],[9.244981,49.299439],[9.220768,49.307731],[9.205785,49.324002],[9.192795,49.327463],[9.159181,49.32354],[9.15032,49.274411],[9.12089,49.271714],[9.107298,49.279086],[9.071542,49.278232],[9.049126,49.292862],[9.031685,49.269424],[9.009765,49.26111],[9.004205,49.241431],[8.965599,49.228279],[8.957254,49.213058],[8.886539,49.202464],[8.896089,49.182034],[8.863503,49.174446],[8.818233,49.194497],[8.825312,49.190671],[8.816061,49.161589],[8.842161,49.150218],[8.837501,49.127045],[8.869701,49.131981],[8.887493,49.11734],[8.893285,49.084576],[8.871968,49.078627],[8.877794,49.058478],[8.876032,49.03517],[8.893271,49.044244],[8.928407,49.036926],[8.97386,49.041352],[8.987454,49.028483],[9.013446,49.02096],[9.060165,49.025527],[9.05805,49.03821],[9.081243,49.049585],[9.106642,49.051568],[9.118574,49.064598],[9.135854,49.055293],[9.152963,49.05729],[9.185789,49.030532],[9.214829,49.02862],[9.236595,49.020188],[9.267574,49.030374],[9.27086,49.037796],[9.299014,49.032453],[9.342379,49.041931],[9.3553,49.036911],[9.375006,49.041438],[9.399394,49.038172],[9.399536,49.043985],[9.416236,49.047377],[9.455133,49.073708],[9.466473,49.071645],[9.500877,49.079001],[9.501813,49.10264],[9.527491,49.108551],[9.510566,49.117407],[9.508177,49.133605],[9.491775,49.1398],[9.482725,49.130129],[9.4904,49.115779],[9.478704,49.10898],[9.457454,49.11267],[9.442449,49.100197],[9.432205,49.129794],[9.4318,49.151155],[9.402416,49.145545],[9.384692,49.149985],[9.374508,49.163305],[9.348255,49.171216],[9.375816,49.194876],[9.425654,49.199907],[9.439497,49.215898],[9.425803,49.227688],[9.422598,49.261662],[9.43551,49.281937],[9.463658,49.28963],[9.501724,49.31296],[9.471021,49.324136],[9.46511,49.347418],[9.443491,49.364337]],[[9.117923,49.209862],[9.150153,49.208338],[9.175856,49.192966],[9.21283,49.187823],[9.220855,49.170554],[9.257665,49.163133],[9.256973,49.148471],[9.272342,49.144295],[9.276433,49.121409],[9.253507,49.103758],[9.20233,49.112524],[9.177681,49.096375],[9.161423,49.092987],[9.131188,49.125306],[9.155965,49.14078],[9.160804,49.149702],[9.133385,49.157159],[9.128998,49.17053],[9.091237,49.170161],[9.060762,49.198689],[9.109189,49.197537],[9.117923,49.209862]]]}","Heilbronn (Landkreis)","Baden-Württemberg",346363,"2022-01-25",541,3200,923.886211864431
"187",8126,"{""type"":""Polygon"",""coordinates"":[[[9.855564,49.368367],[9.830433,49.394471],[9.811251,49.388454],[9.792447,49.407598],[9.767946,49.398751],[9.712203,49.398771],[9.709535,49.41517],[9.686837,49.409548],[9.671719,49.414791],[9.638112,49.413423],[9.638884,49.424216],[9.619026,49.43009],[9.603823,49.426578],[9.570976,49.416974],[9.588926,49.393253],[9.571411,49.375307],[9.520076,49.381002],[9.512991,49.375412],[9.475459,49.385153],[9.464676,49.396948],[9.446275,49.39066],[9.443491,49.364337],[9.46511,49.347418],[9.471021,49.324136],[9.501724,49.31296],[9.463658,49.28963],[9.43551,49.281937],[9.422598,49.261662],[9.425803,49.227688],[9.439497,49.215898],[9.425654,49.199907],[9.375816,49.194876],[9.348255,49.171216],[9.374508,49.163305],[9.384692,49.149985],[9.402416,49.145545],[9.4318,49.151155],[9.432205,49.129794],[9.442449,49.100197],[9.457454,49.11267],[9.478704,49.10898],[9.4904,49.115779],[9.482725,49.130129],[9.491775,49.1398],[9.508177,49.133605],[9.510566,49.117407],[9.527491,49.108551],[9.535816,49.101957],[9.546432,49.132551],[9.560867,49.132511],[9.59254,49.108107],[9.592045,49.14099],[9.630746,49.138922],[9.645266,49.12725],[9.665901,49.140341],[9.673208,49.162002],[9.690263,49.16818],[9.695171,49.187259],[9.709605,49.196457],[9.744732,49.194844],[9.745706,49.222008],[9.764989,49.224628],[9.766213,49.248852],[9.812121,49.257589],[9.827038,49.265011],[9.83699,49.287946],[9.855435,49.286713],[9.847152,49.34072],[9.855564,49.368367]]]}","Hohenlohekreis (Landkreis)","Baden-Württemberg",112765,"2022-01-25",185,1082,959.517580809648
"188",8127,"{""type"":""Polygon"",""coordinates"":[[[10.111966,49.38491],[10.10602,49.39516],[10.067879,49.392618],[10.036936,49.384336],[10.039961,49.369272],[9.992255,49.372134],[9.973459,49.376375],[9.965973,49.364483],[9.93615,49.352934],[9.915848,49.373698],[9.900086,49.367219],[9.878064,49.37435],[9.855564,49.368367],[9.847152,49.34072],[9.855435,49.286713],[9.83699,49.287946],[9.827038,49.265011],[9.812121,49.257589],[9.766213,49.248852],[9.764989,49.224628],[9.745706,49.222008],[9.744732,49.194844],[9.709605,49.196457],[9.695171,49.187259],[9.690263,49.16818],[9.673208,49.162002],[9.665901,49.140341],[9.645266,49.12725],[9.630746,49.138922],[9.592045,49.14099],[9.59254,49.108107],[9.560867,49.132511],[9.546432,49.132551],[9.535816,49.101957],[9.527491,49.108551],[9.501813,49.10264],[9.500877,49.079001],[9.518382,49.077429],[9.53399,49.058342],[9.597678,49.041423],[9.611426,49.025162],[9.600275,49.004079],[9.635632,49.003954],[9.640327,48.997079],[9.670739,48.992104],[9.671609,48.974013],[9.693309,48.964017],[9.704615,48.95764],[9.736214,48.971029],[9.748801,48.956696],[9.794344,48.950643],[9.816094,48.940291],[9.842304,48.934593],[9.834888,48.917919],[9.864013,48.923953],[9.878716,48.918932],[9.892787,48.930275],[9.895037,48.949121],[9.910556,48.965429],[9.931538,48.958432],[9.942976,48.973385],[9.980247,48.981047],[10.001146,48.991045],[9.991534,49.018777],[9.974485,49.019588],[9.991396,49.041065],[10.017346,49.044129],[10.020136,49.052524],[10.048049,49.041227],[10.090184,49.043269],[10.114948,49.036521],[10.121177,49.046409],[10.147068,49.042329],[10.148562,49.051319],[10.18292,49.060174],[10.198383,49.040843],[10.239984,49.056831],[10.256763,49.059495],[10.245545,49.074339],[10.249138,49.091562],[10.22907,49.089761],[10.22658,49.111027],[10.25548,49.138303],[10.218379,49.16349],[10.204551,49.155459],[10.192707,49.167597],[10.16046,49.182805],[10.156808,49.192715],[10.125996,49.227307],[10.117098,49.264197],[10.134157,49.26223],[10.150366,49.278689],[10.13168,49.305123],[10.145247,49.316498],[10.136886,49.327189],[10.120588,49.32535],[10.103937,49.346972],[10.117414,49.369023],[10.111966,49.38491]]]}","Schwäbisch Hall (Landkreis)","Baden-Württemberg",197860,"2022-01-24",150,1686,852.117658950773
"189",8128,"{""type"":""Polygon"",""coordinates"":[[[10.083723,49.543561],[10.040019,49.52901],[10.052404,49.510675],[10.027794,49.50407],[10.02079,49.486148],[9.97001,49.485435],[9.954639,49.480701],[9.926561,49.484835],[9.913741,49.493253],[9.925129,49.50865],[9.926961,49.549521],[9.906825,49.577746],[9.893525,49.583523],[9.86455,49.567881],[9.85931,49.546044],[9.81023,49.557316],[9.848495,49.577713],[9.841207,49.592524],[9.870428,49.608938],[9.855411,49.641485],[9.837885,49.645876],[9.822004,49.666246],[9.837057,49.683231],[9.831805,49.703803],[9.796514,49.720711],[9.779189,49.7225],[9.752954,49.710122],[9.74989,49.695859],[9.736081,49.68774],[9.719291,49.701942],[9.713939,49.721149],[9.677194,49.716201],[9.67409,49.696718],[9.655426,49.688591],[9.63246,49.693186],[9.630971,49.710121],[9.638705,49.737545],[9.637952,49.753851],[9.64939,49.765004],[9.648736,49.791478],[9.620305,49.783757],[9.558283,49.77769],[9.55243,49.76043],[9.537633,49.767557],[9.521386,49.761192],[9.513076,49.780797],[9.499803,49.788887],[9.471497,49.779727],[9.459627,49.769757],[9.446315,49.773045],[9.433024,49.788351],[9.42028,49.788507],[9.391547,49.770121],[9.37261,49.778977],[9.351036,49.769007],[9.317129,49.76883],[9.322867,49.731171],[9.341713,49.734199],[9.353213,49.70744],[9.382529,49.707463],[9.381373,49.725159],[9.399961,49.728841],[9.420314,49.706628],[9.420088,49.690192],[9.397891,49.670661],[9.41092,49.663508],[9.451573,49.656001],[9.455159,49.647316],[9.476603,49.64241],[9.538988,49.639808],[9.549605,49.63054],[9.530023,49.597123],[9.511636,49.60222],[9.49937,49.58738],[9.503667,49.57242],[9.523446,49.544217],[9.544367,49.530289],[9.537068,49.519713],[9.499288,49.500083],[9.491559,49.487923],[9.514622,49.471806],[9.507345,49.449917],[9.530626,49.443505],[9.541582,49.449169],[9.589714,49.439618],[9.603823,49.426578],[9.619026,49.43009],[9.638884,49.424216],[9.638112,49.413423],[9.671719,49.414791],[9.686837,49.409548],[9.709535,49.41517],[9.712203,49.398771],[9.767946,49.398751],[9.792447,49.407598],[9.811251,49.388454],[9.830433,49.394471],[9.855564,49.368367],[9.878064,49.37435],[9.900086,49.367219],[9.915848,49.373698],[9.93615,49.352934],[9.965973,49.364483],[9.973459,49.376375],[9.992255,49.372134],[10.039961,49.369272],[10.036936,49.384336],[10.067879,49.392618],[10.10602,49.39516],[10.111966,49.38491],[10.139608,49.385899],[10.154258,49.397073],[10.133705,49.437147],[10.094741,49.447899],[10.115844,49.461301],[10.118327,49.473169],[10.101244,49.485642],[10.109812,49.501694],[10.105718,49.515106],[10.084147,49.511759],[10.079053,49.527462],[10.083723,49.543561]]]}","Main-Tauber-Kreis (Landkreis)","Baden-Württemberg",132684,"2022-01-25",238,1328,1000.87425763468
"190",8135,"{""type"":""Polygon"",""coordinates"":[[[10.423689,48.744496],[10.368878,48.738735],[10.342323,48.730714],[10.29216,48.747044],[10.287879,48.755606],[10.267228,48.756644],[10.249718,48.770887],[10.22752,48.774603],[10.220899,48.783229],[10.179611,48.776868],[10.175897,48.754401],[10.163729,48.75566],[10.153557,48.778345],[10.132929,48.765635],[10.097542,48.761007],[10.070894,48.747166],[10.04756,48.747055],[10.037705,48.765199],[10.012123,48.757706],[10.018251,48.736401],[9.98777,48.727254],[9.99247,48.705422],[9.972901,48.703281],[9.964217,48.694831],[9.970846,48.6773],[9.94441,48.662746],[9.931825,48.667439],[9.920063,48.645077],[9.944072,48.631755],[9.968774,48.61453],[9.964788,48.595198],[9.988419,48.597087],[9.992942,48.605381],[10.022413,48.603317],[10.039993,48.606818],[10.051805,48.591912],[10.098404,48.577919],[10.113346,48.556067],[10.134955,48.557426],[10.168253,48.55],[10.193172,48.551434],[10.210134,48.536042],[10.213284,48.517085],[10.23078,48.510511],[10.264662,48.519796],[10.278248,48.516102],[10.296265,48.516936],[10.300847,48.545071],[10.314184,48.556289],[10.309124,48.57886],[10.295176,48.592764],[10.297109,48.60381],[10.323095,48.609133],[10.297811,48.624188],[10.25438,48.664143],[10.282522,48.700977],[10.304264,48.68587],[10.33549,48.688676],[10.347423,48.679107],[10.347967,48.660273],[10.389421,48.667202],[10.39251,48.68858],[10.408871,48.698793],[10.426198,48.694885],[10.41658,48.66379],[10.449173,48.665159],[10.492547,48.686057],[10.487258,48.696662],[10.468104,48.716622],[10.464957,48.727736],[10.443425,48.729413],[10.423689,48.744496]]]}","Heidenheim (Landkreis)","Baden-Württemberg",132812,"2022-01-25",260,1132,852.332620546336
"191",8136,"{""type"":""Polygon"",""coordinates"":[[[10.256763,49.059495],[10.239984,49.056831],[10.198383,49.040843],[10.18292,49.060174],[10.148562,49.051319],[10.147068,49.042329],[10.121177,49.046409],[10.114948,49.036521],[10.090184,49.043269],[10.048049,49.041227],[10.020136,49.052524],[10.017346,49.044129],[9.991396,49.041065],[9.974485,49.019588],[9.991534,49.018777],[10.001146,48.991045],[9.980247,48.981047],[9.942976,48.973385],[9.931538,48.958432],[9.910556,48.965429],[9.895037,48.949121],[9.892787,48.930275],[9.878716,48.918932],[9.864013,48.923953],[9.834888,48.917919],[9.842304,48.934593],[9.816094,48.940291],[9.794344,48.950643],[9.748801,48.956696],[9.736214,48.971029],[9.704615,48.95764],[9.693309,48.964017],[9.676805,48.944073],[9.686549,48.926524],[9.706309,48.90929],[9.717114,48.915302],[9.740941,48.901355],[9.750163,48.885543],[9.75138,48.863003],[9.760732,48.855698],[9.768683,48.833078],[9.752339,48.823104],[9.719793,48.814201],[9.710549,48.828283],[9.694767,48.822153],[9.658959,48.825288],[9.643167,48.796235],[9.619979,48.788211],[9.626598,48.774377],[9.657186,48.771276],[9.709689,48.778983],[9.714113,48.772215],[9.747418,48.769747],[9.752784,48.751697],[9.781289,48.745392],[9.791948,48.720342],[9.837891,48.730113],[9.860216,48.725738],[9.886033,48.714652],[9.902895,48.716002],[9.897344,48.731872],[9.882845,48.737764],[9.882553,48.751154],[9.932108,48.741013],[9.948876,48.728785],[9.98777,48.727254],[10.018251,48.736401],[10.012123,48.757706],[10.037705,48.765199],[10.04756,48.747055],[10.070894,48.747166],[10.097542,48.761007],[10.132929,48.765635],[10.153557,48.778345],[10.163729,48.75566],[10.175897,48.754401],[10.179611,48.776868],[10.220899,48.783229],[10.22752,48.774603],[10.249718,48.770887],[10.267228,48.756644],[10.287879,48.755606],[10.29216,48.747044],[10.342323,48.730714],[10.368878,48.738735],[10.423689,48.744496],[10.417849,48.77273],[10.430271,48.772802],[10.421084,48.799412],[10.447017,48.812606],[10.44799,48.831915],[10.429172,48.844945],[10.452844,48.851712],[10.448354,48.861134],[10.452961,48.88916],[10.44361,48.908645],[10.457001,48.917141],[10.447602,48.938688],[10.43472,48.944363],[10.40985,48.977435],[10.381896,48.999049],[10.358808,49.003906],[10.345439,49.016633],[10.300568,49.040341],[10.284839,49.036575],[10.251709,49.049554],[10.256763,49.059495]]]}","Ostalbkreis (Landkreis)","Baden-Württemberg",314294,"2022-01-25",350,2262,719.708298599401
"192",8211,"{""type"":""Polygon"",""coordinates"":[[[8.155359,48.84726],[8.166505,48.835212],[8.165912,48.784632],[8.200792,48.761983],[8.2022,48.752637],[8.176649,48.741192],[8.151837,48.744021],[8.135442,48.727789],[8.146881,48.715436],[8.177831,48.711615],[8.192846,48.716085],[8.229694,48.690411],[8.241066,48.666747],[8.275289,48.668626],[8.298827,48.685469],[8.29647,48.693421],[8.32042,48.708171],[8.320567,48.730072],[8.280934,48.767399],[8.289132,48.774472],[8.269514,48.797662],[8.254193,48.794421],[8.249959,48.808785],[8.203062,48.829134],[8.179756,48.843425],[8.155359,48.84726]]]}","Baden-Baden (Stadtkreis)","Baden-Württemberg",55449,"2022-01-24",40,621,1119.94806037981
"193",8212,"{""type"":""Polygon"",""coordinates"":[[[8.277349,48.989939],[8.298884,48.991004],[8.311776,48.984095],[8.330461,48.989355],[8.342935,48.982497],[8.37825,48.975246],[8.38894,48.963311],[8.411859,48.960071],[8.439444,48.97103],[8.451636,48.963255],[8.446727,48.944333],[8.462033,48.940565],[8.508886,48.94241],[8.542898,48.959917],[8.509011,48.96728],[8.499636,48.992764],[8.521221,49.014913],[8.519946,49.031014],[8.490933,49.051524],[8.471615,49.039514],[8.450851,49.049582],[8.427354,49.072391],[8.411503,49.081364],[8.408797,49.06258],[8.393354,49.068795],[8.358054,49.071131],[8.33997,49.08015],[8.316436,49.06048],[8.304137,49.040652],[8.297374,49.013505],[8.277349,48.989939]]]}","Karlsruhe (Stadtkreis)","Baden-Württemberg",308436,"2022-01-25",579,2879,933.418926454759
